file_path	subject	session	variables	classification	potential_BIDS_destination	notes
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/RedLevel.mat	SUBC029	ses-02	RedLevel:float64[3x1]	stimulus definition	sourcedata/stimuli/display_calibration/	format=MATLAB 7.3 (HDF5); created_on=Thu Oct  6 08:53:11 2022; RGB gun-level calibration for anaglyph/grating display; shared lab setting; BIDS: optional sourcedata only; not required for events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/July-14-2024_11-55-07_AM__Subject_is_SUBC29_Session02__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	SUBC029	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC029/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sun Jul 14 11:55:07 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/July-14-2024_11-59-37_AM__scan_info_for_subject_SUBC29_Session02__selected_run_is_1__fmri_number_is1.mat	SUBC029	ses-02	scan:struct[1x1]	task timing	sourcedata/SUBC029/ses-02/matlab/scan_timing/	format=MATLAB 5.0; created_on=Sun Jul 14 11:59:37 2024; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/July-14-2024_12-00-33_PM__Subject_is_SUBC29_Session02__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	SUBC029	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC029/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sun Jul 14 12:00:33 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/July-14-2024_12-04-27_PM__scan_info_for_subject_SUBC29_Session02__selected_run_is_4__fmri_number_is2.mat	SUBC029	ses-02	scan:struct[1x1]	task timing	sourcedata/SUBC029/ses-02/matlab/scan_timing/	format=MATLAB 5.0; created_on=Sun Jul 14 12:04:27 2024; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/July-14-2024_12-06-01_PM__Subject_is_SUBC29_Session02__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	SUBC029	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC029/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sun Jul 14 12:06:01 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/July-14-2024_12-09-52_PM__scan_info_for_subject_SUBC29_Session02__selected_run_is_2__fmri_number_is3.mat	SUBC029	ses-02	scan:struct[1x1]	task timing	sourcedata/SUBC029/ses-02/matlab/scan_timing/	format=MATLAB 5.0; created_on=Sun Jul 14 12:09:52 2024; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/July-14-2024_12-10-19_PM__Subject_is_SUBC29_Session02__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	SUBC029	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC029/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sun Jul 14 12:10:19 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/July-14-2024_12-14-15_PM__scan_info_for_subject_SUBC29_Session02__selected_run_is_5__fmri_number_is4.mat	SUBC029	ses-02	scan:struct[1x1]	task timing	sourcedata/SUBC029/ses-02/matlab/scan_timing/	format=MATLAB 5.0; created_on=Sun Jul 14 12:14:15 2024; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/fMRI_1.mat	SUBC029	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC029/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sun Jul 14 11:55:07 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/fMRI_2.mat	SUBC029	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC029/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sun Jul 14 12:00:33 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/fMRI_3.mat	SUBC029	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC029/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sun Jul 14 12:06:01 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/fMRI_4.mat	SUBC029	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC029/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sun Jul 14 12:10:19 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/runs_random.mat	SUBC029	ses-02	Devices:struct[1x8]; Stim_order_selected:double[1x12]; absMaxIndex:double[1x1]; absMeanIndex:double[1x1]; absMinIndex:double[1x1]; ans:double[1x1]; black:double[1x3]; blue:double[1x3]; centerX:double[1x1]; centerY:double[1x1]; color_poly:double[1x3]; comment:char[1]; conditionEnd:double[1x1]; conditionNone:double[1x1]; conditionStim:double[1x1]; currentConditionStartTime:double[1x1]; currentStimulus:double[1x1]; cycleBaseline:double[1x1]; cycleStim:double[1x1]; degPerPix:double[1x1]; diameter:double[1x2]; eye:double[1x1]; fMRI_number:double[1x1]; firstBaselineEnd:double[1x1]; firstPress:double[1x256]; fixBackRect:double[1x4]; fixColor:double[1x3]; fixRadius:double[1x1]; fixRadius_inner:double[1x1]; fixRect:double[1x4]; fixRect_inner:double[1x4]; fps:double[1x1]; framePoly:double[12x2]; framecount:double[1x1]; generateStimulus:function[1x1]; gratingRect:double[1x4]; gray:double[1x3]; grey:double[1x3]; i:double[1x1]; ifi:double[1x1]; keyID:double[1x256]; keyPress:double[1x1]; keyPressID:double[1x256]; keyTime:double[1x1]; keysOfInterest:double[1x256]; laststate:double[1x1]; nextT:double[1x1]; numCycles:double[1x1]; oldKeyID:double[1x256]; paradigm:double[26x2]; paradigmNumber:double[1x1]; pixPerDeg:double[1x1]; pressed:double[1x1]; psychtoolbox_forp_id:double[1x1]; radius:double[1x2]; red:double[1x3]; resultdir:char[1]; run:double[1x1]; runParadigmFinal:double[26x2]; run_number:double[1x1]; runs:double[1x1]; runs_random:double[1x2]; s:double[1x1]; scan:struct[1x1]; screenHeight:double[1x1]; screenNumber:double[1x1]; screenProperties:struct[1x1]; screenWidth:double[1x1]; screens:double[1x3]; start_ask:cell[1x1]; start_ask_yes_no:char[1]; state:double[1x1]; stereoMode:double[1x1]; stim:cell[1x12]; stimOrder:double[1x1]; stimRadius:double[1x2]; stimRunIndices:double[1x12x3]; stimulusTexture:double[1x1]; t:double[1x1]; text:char[1]; textHeight:double[1x1]; textMessage:char[1]; textRect:double[1x4]; textWidth:double[1x1]; timeProperties:struct[1x1]; trigger:logical[1x1]; vbl:double[12718x3]; white:double[1x3]; white_line_size:double[1x1]; windowPtr:double[1x1]; windowRect:double[1x4]; x:cell[1x1]; x0:double[1x1]; xEnd:double[1x1]; y0:double[1x1]; yEnd:double[1x1]; __function_workspace__:uint8[1x16704]	task timing	sourcedata/SUBC029/ses-02/matlab/run_workspace/	format=MATLAB 5.0; created_on=Sun Jul 14 12:14:15 2024                                        ; Psychtoolbox workspace dump: paradigm timing (vbl), Stim_order_selected, keyPress/firstPress, screen geometry; Also contains sparse behavioral key logs; classified as task timing for BIDS events; BIDS: richest timing source per completed run; large lab intermediate if scan_info present
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/2-Grating/Results/runs_random_record_SUBC29_Session02.mat	SUBC029	ses-02	runs_random_record:double[1x6]	task timing	sourcedata/SUBC029/ses-02/matlab/run_order/	format=MATLAB 5.0; created_on=Sun Jul 14 11:54:09 2024; Randomized run-ID order for the session; BIDS: useful for mapping run index → paradigm; sourcedata
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/3-Movie_Data/Results/July-14-2024_12-15-45_PM_Subject_is_SUBC29_Session02_selected_run_id_1.mat	SUBC029	ses-02	ans:double[1x1]; answer:char[1]; change_eye:double[1x1]; comment:char[1]; outputFile:char[1]; outputFileID:double[1x1]; resultdir:char[1]; run_id:double[1x1]; t:char[1]; x:cell[1x1]; y:cell[1x1]	task timing	sourcedata/SUBC029/ses-02/matlab/run_selection/	format=MATLAB 5.0; created_on=Sun Jul 14 12:15:45 2024; Operator run-selection log (run_id, subject id cells, optional comment); BIDS: lab intermediate; low priority vs scan_info / stim_order
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/3-Movie_Data/Results/July-14-2024_12-20-14_PM_Subject_is_SUBC29_Session02_selected_run_id_2.mat	SUBC029	ses-02	ans:double[1x1]; answer:char[1]; change_eye:double[1x1]; comment:char[1]; outputFile:char[1]; outputFileID:double[1x1]; resultdir:char[1]; run_id:double[1x1]; t:char[1]; x:cell[1x1]; y:cell[1x1]	task timing	sourcedata/SUBC029/ses-02/matlab/run_selection/	format=MATLAB 5.0; created_on=Sun Jul 14 12:20:14 2024; Operator run-selection log (run_id, subject id cells, optional comment); BIDS: lab intermediate; low priority vs scan_info / stim_order
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/3-Movie_Data/Results/July-14-2024_12-24-31_PM_Subject_is_SUBC29_Session02_selected_run_id_3.mat	SUBC029	ses-02	ans:double[1x1]; answer:char[1]; change_eye:double[1x1]; comment:char[1]; outputFile:char[1]; outputFileID:double[1x1]; resultdir:char[1]; run_id:double[1x1]; t:char[1]; x:cell[1x1]; y:cell[1x1]	task timing	sourcedata/SUBC029/ses-02/matlab/run_selection/	format=MATLAB 5.0; created_on=Sun Jul 14 12:24:31 2024; Operator run-selection log (run_id, subject id cells, optional comment); BIDS: lab intermediate; low priority vs scan_info / stim_order
/lustre07/scratch/alexrees/raw_original/Control/SUBC29-Session2-2024JUL14/SUBC29_Session02_2024JULY14_Matlab/3-Movie_Data/Results/July-14-2024_12-28-55_PM_Subject_is_SUBC29_Session02_selected_run_id_4.mat	SUBC029	ses-02	ans:double[1x1]; answer:char[1]; change_eye:double[1x1]; comment:char[1]; outputFile:char[1]; outputFileID:double[1x1]; resultdir:char[1]; run_id:double[1x1]; t:char[1]; x:cell[1x1]; y:cell[1x1]	task timing	sourcedata/SUBC029/ses-02/matlab/run_selection/	format=MATLAB 5.0; created_on=Sun Jul 14 12:28:55 2024; Operator run-selection log (run_id, subject id cells, optional comment); BIDS: lab intermediate; low priority vs scan_info / stim_order
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/GreenLevel.mat	SUBC030	ses-02	GreenLevel:float64[3x1]	stimulus definition	sourcedata/stimuli/display_calibration/	format=MATLAB 7.3 (HDF5); created_on=Thu Oct  6 08:53:03 2022; RGB gun-level calibration for anaglyph/grating display; shared lab setting; BIDS: optional sourcedata only; not required for events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/RedLevel.mat	SUBC030	ses-02	RedLevel:float64[3x1]	stimulus definition	sourcedata/stimuli/display_calibration/	format=MATLAB 7.3 (HDF5); created_on=Thu Oct  6 08:53:11 2022; RGB gun-level calibration for anaglyph/grating display; shared lab setting; BIDS: optional sourcedata only; not required for events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/July-20-2024_ 1-30-40_PM__Subject_is_C30-sess2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	SUBC030	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC030/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sat Jul 20 13:30:40 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/July-20-2024_ 1-35-53_PM__scan_info_for_subject_C30-sess2__selected_run_is_1__fmri_number_is1.mat	SUBC030	ses-02	scan:struct[1x1]	task timing	sourcedata/SUBC030/ses-02/matlab/scan_timing/	format=MATLAB 5.0; created_on=Sat Jul 20 13:35:53 2024; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/July-20-2024_ 1-36-14_PM__Subject_is_C30-sess2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	SUBC030	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC030/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sat Jul 20 13:36:14 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/July-20-2024_ 1-40-06_PM__scan_info_for_subject_C30-sess2__selected_run_is_4__fmri_number_is2.mat	SUBC030	ses-02	scan:struct[1x1]	task timing	sourcedata/SUBC030/ses-02/matlab/scan_timing/	format=MATLAB 5.0; created_on=Sat Jul 20 13:40:06 2024; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/July-20-2024_ 1-41-18_PM__Subject_is_C30-sess2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	SUBC030	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC030/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sat Jul 20 13:41:18 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/July-20-2024_ 1-45-26_PM__scan_info_for_subject_C30-sess2__selected_run_is_2__fmri_number_is3.mat	SUBC030	ses-02	scan:struct[1x1]	task timing	sourcedata/SUBC030/ses-02/matlab/scan_timing/	format=MATLAB 5.0; created_on=Sat Jul 20 13:45:26 2024; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/July-20-2024_ 1-45-38_PM__Subject_is_C30-sess2__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	SUBC030	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC030/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sat Jul 20 13:45:38 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence; Dated filename copy of Stim_order_selected (often duplicates fMRI_N.mat)
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/July-20-2024_ 1-49-43_PM__scan_info_for_subject_C30-sess2__selected_run_is_5__fmri_number_is4.mat	SUBC030	ses-02	scan:struct[1x1]	task timing	sourcedata/SUBC030/ses-02/matlab/scan_timing/	format=MATLAB 5.0; created_on=Sat Jul 20 13:49:43 2024; scan struct with windowRect/ifi/runs (triggerTimes, vbl) and program path; BIDS: primary candidate for precise onsets/triggers → func/*_events.tsv
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/fMRI_1.mat	SUBC030	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC030/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sat Jul 20 13:30:40 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
/lustre07/scratch/alexrees/raw_original/Control/SUBC30-SESSION2-2024JUL20/SUBC30-Session02-2024JUL20-MATLAB/2-Grating/Results/fMRI_2.mat	SUBC030	ses-02	Stim_order_selected:double[1x12]	task timing	sourcedata/SUBC030/ses-02/matlab/stim_order/	format=MATLAB 5.0; created_on=Sat Jul 20 13:36:14 2024; Stimulus condition order (12 conditions) for one fMRI run; BIDS: required input to derive func/*_events.tsv condition sequence
