file	variable_name	shape	example_values	possible_role
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/May-11-2023_ 3-23-57_PM__scan_info_for_subject_C02__selected_run_is_5__fmri_number_is4.mat	scan.ifi	scalar	dtype=float64; min=0.01657057; max=0.01657057; examples=[0.016570570000039878]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/May-11-2023_ 3-23-57_PM__scan_info_for_subject_C02__selected_run_is_5__fmri_number_is4.mat	scan.runs.triggerTimes	226	dtype=float64; min=56401.4943; max=56612.3278; examples=[56401.4943074, 56402.4309605, 56403.3678928, 56404.3053406, 56405.2420059]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/May-11-2023_ 3-23-57_PM__scan_info_for_subject_C02__selected_run_is_5__fmri_number_is4.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=56612.3278; examples=[56401.500264, 0.0, 1.0, 56401.5154088, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/fMRI_1.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/fMRI_2.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/fMRI_3.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/fMRI_4.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.475638; max=201.475638; examples=[201.4756379699992]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	ifi	scalar	dtype=float64; min=0.01657057; max=0.01657057; examples=[0.016570570000039878]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	keyTime	scalar	dtype=float64; min=56612.3282; max=56612.3282; examples=[56612.3281982]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	run	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	runParadigmFinal	26x2	dtype=uint8; min=0; max=226; examples=[0, 0, 10, 1, 18]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	run_number	scalar	dtype=int64; min=5; max=5; examples=[5]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	runs	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	runs_random	2	dtype=uint8; min=3; max=6; examples=[3, 6]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	scan.ifi	scalar	dtype=float64; min=0.01657057; max=0.01657057; examples=[0.016570570000039878]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	scan.runs.triggerTimes	226	dtype=float64; min=56401.4943; max=56612.3278; examples=[56401.4943074, 56402.4309605, 56403.3678928, 56404.3053406, 56405.2420059]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=56612.3278; examples=[56401.500264, 0.0, 1.0, 56401.5154088, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.01657057; max=0.01657057; examples=[0.016570570000039878]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	stimRunIndices	12x3	dtype=uint8; min=1; max=12; examples=[1, 12, 12, 2, 11]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	timeProperties.t	scalar	dtype=float64; min=210.827582; max=210.827582; examples=[210.82758230000036]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	timeProperties.framecount	scalar	dtype=int64; min=12724; max=12724; examples=[12724]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	trigger	scalar	dtype=int64; min=1; max=1; examples=[1]	keyword-matched metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random.mat	vbl	12717x3	dtype=float64; min=0; max=56612.3278; examples=[56401.500264, 0.0, 1.0, 56401.5154088, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC02-Session1-2023MAY11/SUBC02_2023MAY11_session01_MATLAB/2-Grating/Results/runs_random_record_C02.mat	runs_random_record	6	dtype=uint8; min=1; max=6; examples=[1, 4, 2, 5, 3]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-36-46_AM__scan_info_for_subject_SUBC028__selected_run_is_1__fmri_number_is1.mat	scan.ifi	scalar	dtype=float64; min=0.016574862; max=0.016574862; examples=[0.016574861999997664]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-36-46_AM__scan_info_for_subject_SUBC028__selected_run_is_1__fmri_number_is1.mat	scan.runs.triggerTimes	226	dtype=float64; min=2446.4817; max=2657.3154; examples=[2446.4816976, 2447.4182878, 2448.3563745, 2449.2932846, 2450.2305203]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-36-46_AM__scan_info_for_subject_SUBC028__selected_run_is_1__fmri_number_is1.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=2657.33144; examples=[2446.4905084, 0.0, 1.0, 2446.5094533, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-41-00_AM__scan_info_for_subject_SUBC028__selected_run_is_4__fmri_number_is2.mat	scan.ifi	scalar	dtype=float64; min=0.016584278; max=0.016584278; examples=[0.016584278000000268]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-41-00_AM__scan_info_for_subject_SUBC028__selected_run_is_4__fmri_number_is2.mat	scan.runs.triggerTimes	226	dtype=float64; min=2700.39274; max=2911.22585; examples=[2700.3927397, 2701.3295438, 2702.2665738, 2703.2035556, 2704.1405726]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-41-00_AM__scan_info_for_subject_SUBC028__selected_run_is_4__fmri_number_is2.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=2911.23504; examples=[2700.3993263, 0.0, 1.0, 2700.4260512, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-46-31_AM__scan_info_for_subject_SUBC028__selected_run_is_2__fmri_number_is3.mat	scan.ifi	scalar	dtype=float64; min=0.016550426; max=0.016550426; examples=[0.016550426000003428]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-46-31_AM__scan_info_for_subject_SUBC028__selected_run_is_2__fmri_number_is3.mat	scan.runs.triggerTimes	226	dtype=float64; min=3031.07733; max=3241.91124; examples=[3031.077335, 3032.0139802, 3032.9519825, 3033.8892309, 3034.8259731]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-46-31_AM__scan_info_for_subject_SUBC028__selected_run_is_2__fmri_number_is3.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=3241.91984; examples=[3031.0851445, 0.0, 1.0, 3031.0933214, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-50-45_AM__scan_info_for_subject_SUBC028__selected_run_is_5__fmri_number_is4.mat	scan.ifi	scalar	dtype=float64; min=0.01659452; max=0.01659452; examples=[0.01659451999999874]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-50-45_AM__scan_info_for_subject_SUBC028__selected_run_is_5__fmri_number_is4.mat	scan.runs.triggerTimes	226	dtype=float64; min=3284.84345; max=3495.67761; examples=[3284.8434535, 3285.7801479, 3286.7171406, 3287.6542912, 3288.5911565]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/December-09-2023_11-50-45_AM__scan_info_for_subject_SUBC028__selected_run_is_5__fmri_number_is4.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=3495.69095; examples=[3284.8504675, 0.0, 1.0, 3284.87606, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/fMRI_1.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/fMRI_2.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/fMRI_3.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/fMRI_4.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.471904; max=201.471904; examples=[201.47190381999997]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	ifi	scalar	dtype=float64; min=0.01659452; max=0.01659452; examples=[0.01659451999999874]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	keyTime	scalar	dtype=float64; min=3495.69156; max=3495.69156; examples=[3495.6915559]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	run	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	runParadigmFinal	26x2	dtype=uint8; min=0; max=226; examples=[0, 0, 10, 1, 18]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	run_number	scalar	dtype=int64; min=5; max=5; examples=[5]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	runs	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	runs_random	2	dtype=uint8; min=3; max=6; examples=[3, 6]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	scan.ifi	scalar	dtype=float64; min=0.01659452; max=0.01659452; examples=[0.01659451999999874]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	scan.runs.triggerTimes	226	dtype=float64; min=3284.84345; max=3495.67761; examples=[3284.8434535, 3285.7801479, 3286.7171406, 3287.6542912, 3288.5911565]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=3495.69095; examples=[3284.8504675, 0.0, 1.0, 3284.87606, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.01659452; max=0.01659452; examples=[0.01659451999999874]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC028_Session01_2023DEC09/SUBC028_Session01_2023DEC09_MATLAB/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
