subject	session	run	task	series_description	bids_target	timing_source	timing_variables	status	confidence
sub-065	ses-01	03	fmri	fMRI4_AP	sub-065_ses-01_task-fmri_run-03_bold	March-07-2025_11-09-02_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-065	ses-01	04	fmri	fMRI4_AP	sub-065_ses-01_task-fmri_run-04_bold	March-07-2025_11-13-17_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-065	ses-01	01	movie	Movie1_AP	sub-065_ses-01_task-movie_run-01_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	02	movie	Movie1_AP	sub-065_ses-01_task-movie_run-02_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	05	fmri	fMRI1_AP	sub-065_ses-01_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-065	ses-01	03	movie	Movie2_AP	sub-065_ses-01_task-movie_run-03_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	04	movie	Movie2_AP	sub-065_ses-01_task-movie_run-04_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	05	movie	Movie3_AP	sub-065_ses-01_task-movie_run-05_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	06	movie	Movie3_AP	sub-065_ses-01_task-movie_run-06_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	07	movie	Movie4_AP	sub-065_ses-01_task-movie_run-07_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	06	fmri	fMRI1_AP	sub-065_ses-01_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-065	ses-01	08	movie	Movie4_AP	sub-065_ses-01_task-movie_run-08_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	01	rest	REST1_AP	sub-065_ses-01_task-rest_run-01_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	02	rest	REST1_AP	sub-065_ses-01_task-rest_run-02_bold	March-07-2025_10-52-55_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;March-07-2025_10-58-42_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_1__fmri_number_is1.mat;March-07-2025_10-59-00_AM__Subject_is_SUBTON02-Session1-2025MAR07__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-065	ses-01	03	control	Control2_AP	sub-065_ses-01_task-control_run-03_bold	March-07-2025_11-09-02_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-065	ses-01	04	control	Control2_AP	sub-065_ses-01_task-control_run-04_bold	March-07-2025_11-13-17_AM__scan_info_for_subject_SUBTON02-Session1-2025MAR07__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-065	ses-01	05	control	Control3_PA	sub-065_ses-01_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-065	ses-01	06	control	Control3_PA	sub-065_ses-01_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-065	ses-01	07	fmri	fMRI2_AP	sub-065_ses-01_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-065	ses-01	08	fmri	fMRI2_AP	sub-065_ses-01_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-01	01	control	Control1_PA	sub-066_ses-01_task-control_run-01_bold	August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-01	02	control	Control1_PA	sub-066_ses-01_task-control_run-02_bold	August-23-2023_10-04-01_AM__scan_info_for_subject_SUBG01__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-01	01	fmri	fMRI3_AP	sub-066_ses-01_task-fmri_run-01_bold	August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-01	02	fmri	fMRI3_AP	sub-066_ses-01_task-fmri_run-02_bold	August-23-2023_10-04-01_AM__scan_info_for_subject_SUBG01__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-01	03	fmri	fMRI4_AP	sub-066_ses-01_task-fmri_run-03_bold	August-23-2023_10-09-26_AM__scan_info_for_subject_SUBG01__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-01	04	fmri	fMRI4_AP	sub-066_ses-01_task-fmri_run-04_bold	August-23-2023_10-13-52_AM__scan_info_for_subject_SUBG01__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-01	01	movie	Movie1_AP	sub-066_ses-01_task-movie_run-01_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	02	movie	Movie1_AP	sub-066_ses-01_task-movie_run-02_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	05	fmri	fMRI1_AP	sub-066_ses-01_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-01	03	movie	Movie2_AP	sub-066_ses-01_task-movie_run-03_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	04	movie	Movie2_AP	sub-066_ses-01_task-movie_run-04_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	05	movie	Movie3_AP	sub-066_ses-01_task-movie_run-05_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	06	movie	Movie3_AP	sub-066_ses-01_task-movie_run-06_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	07	movie	Movie4_AP	sub-066_ses-01_task-movie_run-07_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	06	fmri	fMRI1_AP	sub-066_ses-01_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-01	08	movie	Movie4_AP	sub-066_ses-01_task-movie_run-08_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	01	rest	REST1_AP	sub-066_ses-01_task-rest_run-01_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	02	rest	REST1_AP	sub-066_ses-01_task-rest_run-02_bold	August-23-2023_ 9-52-50_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;August-23-2023_ 9-58-06_AM__scan_info_for_subject_SUBG01__selected_run_is_1__fmri_number_is1.mat;August-23-2023_10-00-04_AM__Subject_is_SUBG01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-01	03	control	Control2_AP	sub-066_ses-01_task-control_run-03_bold	August-23-2023_10-09-26_AM__scan_info_for_subject_SUBG01__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-01	04	control	Control2_AP	sub-066_ses-01_task-control_run-04_bold	August-23-2023_10-13-52_AM__scan_info_for_subject_SUBG01__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-01	05	control	Control3_PA	sub-066_ses-01_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-01	06	control	Control3_PA	sub-066_ses-01_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-01	07	fmri	fMRI2_AP	sub-066_ses-01_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-01	08	fmri	fMRI2_AP	sub-066_ses-01_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-02	01	control	Control1_PA	sub-066_ses-02_task-control_run-01_bold	February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-02	02	control	Control1_PA	sub-066_ses-02_task-control_run-02_bold	February-21-2024_10-06-26_AM__scan_info_for_subject_SUBG01-Sesssion2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-02	01	fmri	fMRI3_AP	sub-066_ses-02_task-fmri_run-01_bold	February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-02	02	fmri	fMRI3_AP	sub-066_ses-02_task-fmri_run-02_bold	February-21-2024_10-06-26_AM__scan_info_for_subject_SUBG01-Sesssion2__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-02	03	fmri	fMRI4_AP	sub-066_ses-02_task-fmri_run-03_bold	February-21-2024_10-12-39_AM__scan_info_for_subject_SUBG01-Session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-02	04	fmri	fMRI4_AP	sub-066_ses-02_task-fmri_run-04_bold	February-21-2024_10-17-01_AM__scan_info_for_subject_SUBG01-Session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-02	01	movie	Movie1_AP	sub-066_ses-02_task-movie_run-01_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	02	movie	Movie1_AP	sub-066_ses-02_task-movie_run-02_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	05	fmri	fMRI1_AP	sub-066_ses-02_task-fmri_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-02	03	movie	Movie2_AP	sub-066_ses-02_task-movie_run-03_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	04	movie	Movie2_AP	sub-066_ses-02_task-movie_run-04_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	05	movie	Movie3_AP	sub-066_ses-02_task-movie_run-05_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	06	movie	Movie3_AP	sub-066_ses-02_task-movie_run-06_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	07	movie	Movie4_AP	sub-066_ses-02_task-movie_run-07_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	06	fmri	fMRI1_AP	sub-066_ses-02_task-fmri_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-02	08	movie	Movie4_AP	sub-066_ses-02_task-movie_run-08_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	01	rest	REST1_AP	sub-066_ses-02_task-rest_run-01_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	02	rest	REST1_AP	sub-066_ses-02_task-rest_run-02_bold	February-21-2024_ 9-55-34_AM__Subject_is_SUBG01-Session2-2024FEB21__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat;February-21-2024_10-02-00_AM__scan_info_for_subject_SUBG01-Session2-2024FEB21__selected_run_is_1__fmri_number_is1.mat;February-21-2024_10-02-17_AM__Subject_is_SUBG01-Sesssion2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	grating_timing_present_but_not_matched	NOT_APPLICABLE	n/a
sub-066	ses-02	03	control	Control2_AP	sub-066_ses-02_task-control_run-03_bold	February-21-2024_10-12-39_AM__scan_info_for_subject_SUBG01-Session2__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-02	04	control	Control2_AP	sub-066_ses-02_task-control_run-04_bold	February-21-2024_10-17-01_AM__scan_info_for_subject_SUBG01-Session2__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
sub-066	ses-02	05	control	Control3_PA	sub-066_ses-02_task-control_run-05_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-02	06	control	Control3_PA	sub-066_ses-02_task-control_run-06_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-02	07	fmri	fMRI2_AP	sub-066_ses-02_task-fmri_run-07_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-066	ses-02	08	fmri	fMRI2_AP	sub-066_ses-02_task-fmri_run-08_bold	runs_random.mat	paradigm;vbl	MISSING_TIMING	low
sub-067	ses-01	01	control	Control1_PA	sub-067_ses-01_task-control_run-01_bold	September-13-2023_ 9-10-23_AM__scan_info_for_subject_G02__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	triggerTimes;vbl;Stim_order_selected;paradigm;vbl	READY	high
